id,kl_set,text
oai:ntnuopen.ntnu.no:11250/2435377,Kjønns- og/eller likestillingsperspektiv,"Kjønn som sparringspartner - Ledelsesformer og betydninger av kjønn blant norske boksetrenere Idrett er en symbolsk institusjon hvor betydninger av kjønn hele tiden er i spill. Denne artikkelen er en studie av hvilke ledelsesformer som benyttes av norske boksetrenere og hvilke betydninger kjønn gis i denne konteksten. Boksing er en maskulin idrett og trenerarenaen er preget av sterk mannsdominans. Artikkelen er basert på kvalitative intervjuer med både mannlige og kvinnelige trenere. Det analytiske rammeverket er hovedsakelig basert på Beauvoirs (2000) og Bourdieus (2000) perspektiver på hvordan kjønn som dominansrelasjon er konstruert og kommer til utrykk. Studien viser at mannlige trenerne oppfatter seg selv som mer autokratiske enn sine kvinnelige kollegaer, mens de kvinnelige trenerne opplever seg selv som mer demokratiske og sosialt støttende. Videre avdekkes det hvordan kroppen som situasjon har stor betydning for hvilke grenser og frihet kvinnelige og mannlige trenere opplever knyttet til sine ledelsespraksiser. Trenernes oppfatninger og ledelsespraksiser avdekker også hvilke utfordringer og muligheter trenerne møter i et mannsdominert handlingsrom. Blant annet blir kvinners erfaringer og behov betraktet som spesielle og kjønnede, og dermed ikke som gyldige til å inkluderes i god treningsledelse.;© Universitetsforlaget. This is the authors' accepted manuscript to the article. This article is published under a 'Green Open Access' policy."
oai:ntnuopen.ntnu.no:11250/2436610,Kjønns- og/eller likestillingsperspektiv,"Handelskapitalismen og dens steder;Trade capitalism and its places Trade capitalism and its places;Forholdet mellom sted og kjønn er behandlet i flere sammenhenger i norsk historie. Spesielt har det de seneste tiårene handlet om kjønnsarbeidsdeling i jordbruket, der mangesysleri med økt deltakelse i eksportnæringene fiskeri, bergverk og trelast fra 1500–1600-tallet, ble et begrep. Mangesysleriet, med arbeidsdeling mellom kvinner og menn i det tradisjonelle Bygde-Norge, ble tidlig behandlet av Brit Berggreen. Senere har temaet vært trukket inn av mange, sist av Åsa Elstad i Norges fiskeri-og kysthistorie, der fiskerbonden og kjønnsstrukturen har fått plass i et av hennes kapitler. Et grunnleggende tema i disse studiene har vært at menn hadde arbeidsoppgaver som trakk dem vekk fra hjemmet mens kvinner var stedbundne. Finnes tilsvarende i det førindustrielle bysamfunnet? I det følgende er det særlig handelshusene som skal undersøkes. Dette var handelsbedrifter som bygde på en kjøpmanns rett gjennom borgerskap til å drive internasjonal handel. Slik handel utviklet seg og var i vekst i Europa fra 1500-tallet av, kombinert med en utvidelse av den verden man kunne forholde seg til og muliggjort med veksten i sjøfart og sammenknyttingen av de ulike verdensdeler. Norge ble særlig knyttet til slik handel fra 1600-tallet av. Handelen var vanligvis drevet med utgangspunkt i et større eller mindre hushold der husfaren satt med borgerrettigheter, mens kone, barn og tjenestefolk deltok i å utøve rettighetene. Forretningen var dermed et fellesprosjekt for husholdet,og aktiviteter knyttet til handelen, til forbruk, familieliv og sosialt liv lokalt og som nettverksbygging gikk inn i en større helhet. De som drev slik handel, må i Norge regnes til storborgerskapet. De var likevel allsidige i sin virksomhet, som vi skal se.;© Landslaget for lokalhistorie. This is the authors' accepted and refereed manuscript to the article. Locked until December 31st 2018 due to copyright restrictions"
oai:ntnuopen.ntnu.no:11250/243874,Ikke relevant,"Eit seinmellomalderleg skrivemiljø: Nidaros erkesete 1458–1537 Avhandlinga Eit seinmellomalderleg skrivemiljø: Nidaros erkesete 1458–1537 set språk og språklege praksisformer ved denne institusjonen inn i ein sosial, kulturell, politisk og religiøs kontekst. I unionen med Danmark vart erkesetet den fremste nasjonale institusjonen og det miljøet i Noreg der det vart skrive mest, og såleis eit godt vindauge til ymse sidor ved den tids språktilhøve. Avhandlinga tek opp og diskuterer tre sentrale spørsmål ved norsk målsoge i overgangen frå mellomalder til tidleg nytid: 1) koss ser skriftspråket ut, anten det no skal kallast norsk eller dansk; 2) koss var tilhøvet mellom ulike varietetar og språk; og 3) koss utvikla skriftkulturen i brei forstand seg?

Avhandlinga gjev i nokon mon døme på koss dei språklege endringsprosessane i overgangen frå gammalnorsk til nynorsk ovrar seg i kjeldone, men dei fleste tekstane er skrivne på eit slag «dansk med norske innslag» som ikkje seier så mykje om talemålet. Fordi språkhistorikarar har vore mest opptekne av talemålsutviklinga, har desse danskspråklege tekstane frå tidleg 1500-tal i liten grad vorte granska. Avhandlinga gjev eit klårare bilete av koss dansk skriftspråk kom i bruk i dette konkrete miljøet, og koss det utvikla seg ei laus norm som inkluderte nokre norske språktrekk (først og fremst diftongar). To viktige lærdomar er at målskiftet ikkje var nokor einvegs utvikling i retning stendig «betre» dansk, og det var dessutan ikkje så vide råmor for rettskrivinga som mange trur.

Dei to viktige framandspråka i norsk mellomalder var kyrkje- og lærdomsspråket latin og handelsspråket lågtysk. Tilhøvet til latin er i det heile lite drøfta i norsk målsoge, og denne avhandlinga bidreg såleis til å fylle eit hòl her, ikkje minst i koss latin og skandinavisk kunne blandast i same tekst. Kontaktsituasjonen mellom skandinaviske språk og lågtysk er meir drøfta, men her blir likevel lagt fram kjeldor som kastar nytt ljos over språksituasjonen i Nordsjø-området tidleg på 1500-talet. Viktige poeng er at dei språklege registera blir haldne klårt åtskilde, og det er berre i uoffisielle skriftstykke språka er blanda.

Meir overordna drøftar avhandlinga bruken av skrift til nye føremål, t.d. blir rekneskapar vanlege i den aktuelle perioden, og utviklinga av eldre tradisjonar, t.d. endringar i diplomatikken. Denne delen tek òg opp spørsmålet om kven skrivarane var og tilhøvet mellom ulike skrivemiljø. Avhandlinga diskuterer jamvel spørsmålet om språkleg medvit i seinmellomalderen og kva skriftlege kjeldor kan fortelje om koss tilhøvet mellom språka vart oppfatta. Det er tydeleg at geistlege bruka latin som ein språkleg identitetsmarkør, men sjølv om kategoriane norsk og dansk eksisterte, vart ikkje språkforma utnytta i politiske markeringar.;The thesis A late medieval scribal community: Nidaros archdiocese 1458–1537 puts language and linguistic practices at this institution into a social, cultural, political, and religious context. In the union with Denmark the archdiocese became the most important national institution and the Norwegian milieu with most written output, and hence a suitable window to the linguistic situation of yonder days. The thesis addresses three crucial questions in Norwegian language history at the eve of Early Modern time: 1) the appearance of the written language, be it Norwegian or Danish; 2) the relationship between different varieties and languages; and 3) the development of literacy more generally.

The thesis gives some examples of how known linguistic changes in the transition from Old Norwegian to Modern Norwegian appear in the sources, however, most of the texts are written in a ""Danish with Norwegian traits"" which does not reveal much of the spoken language. Since historians of language have mostly been interested in the development of spoken language, these Danish texts from the early 16th century have been given little attention. The thesis shows more clearly how Danish came into use in this concrete milieu, and how a loose norm which included Norwegian features (primarily diphtongs) developed. Two important lessons are that the language shift was not a straight forward process towards ever ""better"" Danish, and also that the range of orthographic variation was not as wide as often assumed.

The two important foreign languages in the Norwegian Middle Ages were Latin, the language of learning and the church, and Low German, the language of commerce. The relationship to Latin is generally given little attention in Norwegian language history, and this thesis thus fills a gap, not least in discussing how Latin and Scandinavian are intertwined in the same text. The language contact between Scandinavian and Low German has been treated more extensively, yet sources are presented here which shed new light on the linguistic situation in the North Sea area in the early 16th century. Important points are that the registers were usually kept clearly apart, and only unofficial records show language mixing.

More generally, the thesis discusses the use of writing for new purposes, e.g. the&nbsp; spread of accounting in this period, and the development of older traditions, e.g. changes in diplomatic style. This part also asks who the scribes were and what relationship there was between different scribal milieus. The thesis finally adresses the question of meta-linguistic awareness in the Late Middle Ages, and what written sources can tell us about how the relationship between the languages was percieved. It is evident that clerics used Latin as a linguistic marker of identity, however, even though the categories Norwegian and Danish did exist, language was not used as a political marker.;PhD i språkvitenskap;PhD in Language and Linguistics"
oai:ntnuopen.ntnu.no:11250/2441711,Kjønns- og/eller likestillingsperspektiv,"Den opne løyndomen: Homografiske lesingar i Åsmund Sveens forfattarskap Samandrag av doktoravhandlinga

Korleis kan likekjønna kjærleik, som i mange samanhengar er tabu, framstillast litterært? Avhandlinga Den opne løyndomen stiller dette spørsmålet til Åsmund Sveens (1910–1963) forfattarskap. Sveen var ein kritikarrost lyrikar, romanforfattar og avisskribent på 1930-talet. I 1940 meldte han seg inn i Nasjonal Samling, og arbeidde for Quisling-regjeringa. NS-engasjementet har bidrege til at Sveen er lite kjend i dag.

Sveen er ein av dei fyrste til å skildra homoerotikk i norsk litteratur. Denne studien utforskar korleis han går i dialog med sentrale idéar om seksualitet og kjønn i samtida. På 1920- og 1930-talet pågår det store diskusjonar om homoseksualitet innanfor psykoanalysen, sosialmedisinen og jusen. Eit hovudfunn i avhandlinga er at homoseksualitet blir kulturelt konstruert som noko som ikkje må omtalast direkte. I staden blir det alludert til gjennom tvitydige teikn som ofte kan tyda noko anna. Desse teikna blir i studien omtala som «homografiske markørar». Vidare er det eit sentralt poeng at slike markørar kjem mest til sin rett i Sveens hovudsjanger, lyrikken, sidan den er prega av nettopp det fleirtydige og gåtefulle.

Eit viktig og ubehageleg spørsmål er kvifor ein poet som skildra homoerotiske kjensler, tok del i den homofiendtlege nazismen. Studien understrekar dei uklåre grensene mellom det nazistiske manndomsidealet og ei potensielt homoerotisk idealisering av mannskroppen. Slike overlapp er kommenterte i forsking på samtidig skandinavisk biletkunst, men avhandlinga er det fyrste arbeidet som studerer Sveens homoerotiske motiv i ljos av dette. Slik går ho i rette med den populistiske påstanden at nazismen hadde spesielt stor appell blant homoseksuelle, samtidig som dei estetiske samanfalla mellom nazismen og den homografiske skrivemåten kan framhevast. Avhandlinga plasserer seg såleis i den såkalla antisosiale vendinga i homoforskinga, som interesserer seg for korleis homokulturen ikkje berre er politisk radikal, men òg ber på historier om skam, negativitet og det reaksjonære.;Summary of the doctoral thesis

How might same-sex love, a taboo in many contexts, be depicted in literature? The thesis The Open Secret poses this question to the work of Åsmund Sveen (1910–1963). Sveen was a critically acclaimed poet, novelist and journalist in the 1930s. In 1940, he joined National Unity, the Norwegian collaborationist Nazi party, and worked for the Quisling government. His commitment to Nazism is part of the reason why Sveen is little known today.

Sveen is among the first to depict homosexuality in Norwegian literature. The present study explores how he goes into a dialogue with central contemporaneous ideas on sexuality and gender. In the 1920s and -30s, considerable discussions on homosexuality are ongoing within the disciplines of psychoanalysis, social medicine, and law. As one of its main findings, the thesis claims that homosexuality is culturally constructed as something which may not be mentioned in direct terms. Instead, it is alluded to through ambiguous signs that often may mean something else. These signs are termed “homographic markers.” Crucially, it is claimed that these markers are most prominent in Sveen’s main genre, poetry, a genre characterized by the ambiguous and enigmatic.

An important and uncomfortable question is why a poet depicting homoerotic feelings chose to participate in the homophobic ideology of Nazism. The study underlines the vague limits between the Nazi ideal of masculinity and a potentially homoerotic idealization of the male body. Such overlaps have been commented in research on contemporaneous Scandinavian visual arts, but this thesis is the first to apply this perspective to Sveen’s homoeroticism. Thus, the thesis confronts the populist notion that Nazism held a particularly strong appeal among homosexuals, while underscoring the common aesthetic traits of Nazism and the homographic strategy of writing. This thesis thus contributes to the so-called anti-social turn in queer studies, asking how gay culture is not only politically radical, but also carries stories of shame, negativity and the reactionary."
oai:ntnuopen.ntnu.no:11250/244201,Kjønns- og/eller likestillingsperspektiv,"Likestilling uten kjønn?: En studie av hvordan kjønnskvotering til bedriftsstyrer ble montert som politisk reform Gender quotas are increasingly used as a tool for achieving gender equality worldwide. Nevertheless quotas are still perceived as controversial. In 2003, the Norwegian Parliament adopted a legal amendment introducing a 40 percent gender quota to boards of directors in state owned companies, and also, in public limited companies (PLC). The fact that PLCs were included was particularly controversial, given the widespread feeling that private ownership rights were under threat as a result. The controversy was further fuelled by the fact that a liberal/conservative government played a leading role putting forward the draft legislation.

This thesis is based in the controversy over the quota legislation and presents a qualitative, empirical study of how gender quotas on corporate boards were formulated and staged as a policy reform. The empirical material examined consists of policy documents, procedure documents, transcripts of parliamentary debates, media texts, opinion pieces, as well as qualitative interviews with key politicians and officers in the ministries associated with the reform process. Actors, actions and events relevant to the reform are mapped out with an analytical focus on sociocultural processes, argumentation and the production of meaning. Theoretically, the thesis draws on Science and Technology Studies, Actor Network Theory and discourse theory.

The overarching aim of the empirical analysis, presented in four independent research articles, has been to challenge common beliefs about how gender equality politics are developed. The first paper discusses the use of State Feminism as an explanatory model for new gender equality initiatives, and argues that the making of the reform involved a set of complex processes within a broad range of societal arenas. Especially significant was what I have called “business feminism”, namely work and chains of action established within the industrial sector. The second article is a comparative study of arguments in favor of gender quotas in PLCs and in the Federation of Norwegian Agricultural Co-operatives. In the latter case, gender quotas were introduced voluntarily, as opposed to the case of the PLCs, where quota measures were enforced by politicians. In both cases, the main line of argument focused on what was in “the best interest of the companies”, and, as such, the discourse of gender equality was silenced. The third article investigates the administrative work of crafting the bases for decision making and communication strategies. The analysis shows how the process was characterized by pragmatic arguments and by considerations related to industry relevance. Research was used to support claims that gender balance would increase profits. The final paper contextualizes the previous findings related to the way gender and equality were avoided as explicit topics in the policy making process. An analysis of contemporary media debates on the concept of feminism shows that state feminism is under pressure from various sides and that antifeminism is profiting from this onslaught.

Overall, the thesis contributes to an ongoing debate on the need for developing new theoretical and analytical perspectives on gender equality politics. Feminist analysis of politics has traditionally focused on the imbalance in gender power and on the reproduction of gendered stereotypes. This thesis proposes an analytical approach to gender which recognizes the ambivalence and changing meanings of gender throughout the policy making process.;Kjønnskvotering blir stadig mer utberedt som likestillingspolitisk verktøy, samtidig som det også oppfattes som et kontroversielt virkemiddel. Da Stortinget i 2003 vedtok å innføre kjønnskvotering i norske bedriftsstyrer var det første gang at næringslivet ble underlagt regler om kjønnsrepresentasjon. Mange mente at privat eierstyringsrett ble innskrenket. Mindre kontroversielt var det heller ikke at en borgerlig regjering, med en næringsminister fra Høyre i spissen, la frem reformforslaget.

Avhandlingen tar utgangspunkt i kontroversene omkring lovforslaget og presenterer en kvalitativ, empirisk studie av hvordan kjønnskvotering i bedriftsstyrer ble utformet og iscenesatt som politisk reform. Materialet som undersøkes består av politiske dokumenter, saksbehandlingsdokumenter, referater fra stortingsdebatter, medietekster, debattbøker, samt kvalitative intervjuer med sentrale politikere og saksbehandlere i departementene med tilknytning til reformarbeidet. Aktører, handlinger og hendelser med relevans for reformens tilblivelse kartlegges med et analytisk hovedfokus på sosiokulturelle prosesser; argumentasjon og meningsdannelse. Teoretisk trekker avhandlingen særlig veksler på teknologi- og vitenskapsstudier (STS teori), aktørnettverkteori og diskursteori.

Et siktemål i de empiriske analysene som presenteres gjennom fire selvstendige artikler, har vært å utfordre alminneliggjorte forestillinger om produksjon av likestillingspolitikk. Den første artikkelen tar for seg statsfeminisme brukt som forklaringsmodell for dagens likestillingspolitikk og viser hvordan det var langt mer komplekse prosesser på flere samfunnsarenaer som hadde avgjørende betydning for reformarbeidet. Blant annet var det som i avhandlingen betegnes som «næringslivsfeminisme» med på å legge grunnlag for reformen. Den andre artikkelen sammenligner begrunnelser for å innføre kjønnskvotering i allmenaksjeselskaper og i Norsk Landbrukssamvirke. I begge tilfeller ble argumentasjonen for kvotering ført med fokus på «bedriftens beste», og ikke likestillingshensyn. Den tredje artikkelen tar for seg arbeidet med å produsere beslutningsgrunnlag og kommunikasjonsstrategier på departementsnivå og viser hvordan pragmatiske tilpasninger og næringslivsrelevans preget valg og vurderinger gjennom prosessen. Kunnskapsgrunnlaget bygget først og fremst opp under en påstand om at kvotering lønner seg. Fjerde artikkel kontekstualiserer funnene fra de foregående artiklene, som alle viser hvordan kjønn og likestilling ble unngått som tema i argumentasjon og kunnskapsgrunnlag. Gjennom en analyse av norsk mediedebatt viser artikkelen hvordan konkurranse om å definere feminismebegrepet setter statsfeminismen under press og skaper et spenningsfelt som først og fremst antifeministiske forestillinger profitterer på.

Samlet gir studien innspill til en pågående fagdebatt om behovet for å videreutvikle teoretiske og analytiske perspektiver på likestillingspolitikk. Feministiske analyser av politikk har lenge fokusert på å synliggjøre ubalanse i kjønnsmakt og diskursiv reproduksjon av kjønnsstereotyper. Avhandlingen argumenterer for en analytisk tilnærming til kjønn som tar høyde for ambivalens og skiftende betydning gjennom en politikkutviklingsprosess;PhD i tverrfaglige kulturstudier;PhD in Interdisciplinary Studies of Culture"
oai:ntnuopen.ntnu.no:11250/2444405,Ikke relevant,"Transnasjonalisme mellom stolthet og stigma: Polske migranters narrativer om arbeid, tilhørighet og posisjonering Målet med denne avhandlingen er å bidra til en økt forståelse av ulike dimensjoner ved transnasjonal arbeidsmigrasjon og identitetskonstruksjon. Det empiriske utgangspunktet er polsk arbeidsmigrasjon til Norge etter EU-utvidelsen i 2004. I løpet av få år ble arbeidsinnvandrere fra Polen Norges størst innvandrergruppe, men til tross for dette er størstedelen å finne i begrensede segmenter i arbeidslivet. I avhandlingen tar jeg utgangspunkt i migrantenes egne narrativer for å se hvordan de konstruerer seg selv, og konstrueres av andre, som arbeidstakere i en denne konteksten

Det etnografiske materialet består i hovedsak av dybdeintervjuer med mannlige og kvinnelige arbeidsmigranter, supplert med intervju med representanter for bemanningsbyråer i Polen og deltakende observasjon i Norge. I tillegg brukes et utvalg artikler i norske aviser for å gjennomføre en medieanalyse av polsk arbeidsmigrasjon, slik den har blitt framstilt og debattert i Norge over en tidsperiode.

Avhandlingens overordnede problemstillingen er: Hvordan forstår og håndterer polske menn og kvinner sin situasjon som arbeidsmigranter i en norsk kontekst? 

Dette belyses teoretisk og empirisk gjennom å stille følgende spørsmål: Hvilke strategier anvendes av migrantene i møte med ulike subjektposisjoner? Hvilke overordnede narrativer om migrasjon og arbeidsliv gjør seg gjeldende i denne forbindelse? Hva kan disse fortelle oss om opplevde muligheter for tilknytning og posisjonering, og hvordan innvirker de på identitetene som produseres og forhandles i den norske konteksten?

Avhandlingen identifiserer overgripende norske framstillinger av polske migranter og viser hvordan migrantenes egne meningsdannelser og strategier står i forhold til disse. I tillegg til å belyse hvordan informantene skaper fortellingene på svært ulike måter, går det fram hvordan denne variasjonen ikke bare gjenspeiler forskjellige sider av informantenes agens, men også premisser, rammer og kategoriseringer skapt av mer omfattende diskursive formasjoner.

I analysene legges et diskursanalytisk og narrativt perspektiv til grunn. Videre blir migrantenes narrativer betraktet med et interseksjonelt blikk. I avhandlingen vises hvordan disse perspektivene til sammen kan danne en ramme for tolkning av det etnografiske materialet."
oai:ntnuopen.ntnu.no:11250/2446270,Kjønns- og/eller likestillingsperspektiv,Lystig sang og tunge løft: Kjønnsforskjeller i tilbakeskuende fortellinger om arbeidet på Langaard tobakkfabrikk ca. 1890-1940 acceptedVersion;© Landslaget for lokalhistorie
oai:ntnuopen.ntnu.no:11250/2447669,Kjønns- og/eller likestillingsperspektiv,"Kjønn i forskning om funksjonshemming : En litteraturstudie Formålet med denne studien er å undersøke i hvilken grad og hvordan et kjønnsperspektiv har blitt integrert i norsk forskning om funksjonshemming etter år 2000. Norsk forskning forstås som forskning skrevet av en eller flere norske forfattere eller som omhandler norske forhold. Det var et ønske fra Bufdir at studien skulle omhandle følgende temaområder: helse, identitet og selvbilde, barnehage, skole og utdanning, arbeid, bolig, vold og overgrep. I tillegg er områder som familieliv hvor en av foreldrene har funksjonsnedsettelse inkludert. Rapporten er utarbeidet av NTNU Samfunnsforskning i samarbeid med Senter for kjønnsforskning, NTNU. Siden det er ønskelig at rapporten leses av personer med tilknytning til både funksjonshemmingsforskning og kjønnsforskning, er forståelser av funksjonshemming og forståelser av kjønn kort presentert i innledningen til rapporten.;publishedVersion"
oai:ntnuopen.ntnu.no:11250/2452158,Kjønns- og/eller likestillingsperspektiv,"Kjønnslikestilling i inkluderingens tjeneste? I norsk politikk ble likestillingsintegrering (gender mainstreaming på engelsk) tatt i bruk som strategi utover 2000-tallet. Målet med likestillingsintegrering er å oppnå kjønnsrettferdighet og kjønnslikestilling for alle. Artikkelen spør hvordan dette målet blir politisk operasjonalisert når det gjelder inkludering av innvandrede kvinner og om det nye politikkbegrepet «kjønn+» vil være fruktbart i så måte. Spørsmålene utforskes på politisk praksis når det gjelder «integrering og likestilling» og «integrering, likestilling og lønnsarbeid». Analysen er basert på en gjennomgang av offentlige utredninger, stortingsmeldinger og handlingsplaner. I disse dokumentene blir innvandrede kvinner som ikke er i lønnet arbeid, ansett som et betydelig problem. Gjennomgående blir den manglende deltakelsen forklart med deres «kultur». En effekt av denne representasjonen er at kjønn blir begrepsfestet som en essensialistisk og universell dikotomi som konstituerer kvinner og menn som separate og homogene kategorier. En annen effekt er at kjønnslikestillingspolitikken primært har etnisk norske kvinner som målestokk. Artikkelen konkluderer med at likestillingsintegrering som strategi ikke har lyktes med å etablere en kjønns- og likestillingsforståelse som inkluderer ikke-kulturaliserende flerdimensjonalitet.;acceptedVersion;© Universitetsforlaget. This is the authors' accepted manuscript to the article. The final article can be found at https://www.idunn.no/tfk/2013/03-04/kjoennslikestilling_i_inkluderingens_tjeneste_"
oai:ntnuopen.ntnu.no:11250/2452174,Kjønns- og/eller likestillingsperspektiv,"Interseksjonalitet - et fruktbart begrep Hvorfor har interseksjonalitet fått en slik voldsom gjennomslagskraft? Berit Gullikstad sporer begrepets framkomst og de viktigste avgrensningsdebattene, og argumenterer for at det nettopp er begrepets åpenhet for transformasjon som gjør det så fruktbart: Det stimulerer til stadig å gjøre feministiske analyser på nye måter.;acceptedVersion;© Universitetsforlaget. This is the authors' accepted manuscript to the article. The final article can be found at https://www.idunn.no/tfk/2013/03-04/kjoennslikestilling_i_inkluderingens_tjeneste_https://www.idunn.no/tfk/2013/01/interseksjonalitet_-_et_fruktbart_begrep"
oai:ntnuopen.ntnu.no:11250/2453772,Ikke relevant,"LIKESTILLING I DET TREDJE SKIFTET? Heltidsarbeidende småbarnsforeldres praktisering av familieansvar etter 10 uker med fedrekvote Sammendrag

Denne avhandlingen utforsker norske småbarnsforeldres hverdagserfaringer fra et  likestillingsperspektiv. Utvalget tilhører et segment av befolkningen hvor man gjerne  forventer å finne likestilte hverdagspraksiser; blant høyt utdannede par i heltidsstillinger.
 Parene er også blant de første i landet som har erfaring med 10 ukers fedrekvote. Begge  foreldrene er sterkt knyttet til arbeidslivet (det første skiftet) og de deler på familiearbeidet  (det andre skiftet).

Jeg utforsker derimot, med inspirasjon fra Arlie Hochschild, det jeg kaller det tredje skiftet,  som handler om å ta familieansvar. Det tredje skiftet er å administrere hverdagen; å  koordinere barnets og foreldrenes aktiviteter, noe som innebærer både en praktisk,  emosjonell, sosial og moralsk dimensjon. Eksisterende forskning forbinder familieansvar med kvinner, men temaet er lite eksplisitt utforsket, særlig ikke fra et utvalg som både i holdninger og handlinger tilhører et likestillingsbevisst sjikt i småbarnsfasen. Avhandlingens resultater er basert på kvalitative forskningsintervju med mødre og fedre utført når foreldrepermisjonen er over, foreldrene er tilbake i jobb og barnet har startet i barnehage. I denne konteksten hvor tiden er en knapp ressurs stiller jeg følgende hovedproblemstilling: Hvordan praktiseres likestilling i det tredje skiftet?

For å generere kunnskap om problemstillingen, analyserer jeg informantenes erfaringer fra ulike situasjoner i hverdagen hvor ansvar for barnet står sentralt. I dybden av de ulike situasjonene utkrystalliserer det tredje skiftet seg. Slik gir avhandlingen ikke bare kunnskap om hvordan likestilling utspiller seg i dette skiftet, men også en dypere forståelse for hva det tredje skiftet innebærer. Monografien omfatter fire analysekapitler hvor det første tar for seg ansvar knyttet til fedrekvoten. I det andre kapitlet studeres fordeling av ansvar i situasjonen når foreldrene leverer/henter barna i barnehagen, i situasjonen når barna er syke/det er planleggingsdag i barnehagen og i situasjonen når foreldrene er på forretningsreise. I tredje analysekapittel studeres fordelingen av ansvar for barnebursdager og når det er karneval i barnehagen. I det siste analysekapitlet utforskes ansvarsfordelingen i flere situasjoner forbundet med juleforberedelser.

Gjennom mikrososiologiske analyser framstilles omfanget av det tredje skiftet. Det viser seg å være sterkt kjønnet. Selv for dette utvalget som gjør likestilte praksiser i det første og det andre skiftet, er det mødrene som utfører det tredje skiftet. Et ulikestilt tredje skift kan nærmest forstås som en forutsetning for å framstå likestilt. Avhandlingen synliggjør det tredje skiftet og løfter det fram som et betydelig arbeid som fortjener større plass både i den offentlige likestillingsdebatten og innen forskning. I så måte gir avhandlingen både et teoretisk bidrag til feltet, men også et metodologisk bidrag til hvordan dette fenomenet kan studeres.;This thesis explores the everyday life experiences of Norwegian parents from a gender equality perspective. The parents in sample, couples altogether, are highly educated and in fulltime employment and they all have young children attending kindergarten. The couples are among the first in Norway to experience 10 weeks of father’s quota. All strongly attached to their employment (the first shift) and sharing family work (the second shift) equally, the parents consider themselves practicing gender equality.

However, inspired by Arlie Hochschild, I study what I call the third shift, concerning family responsibility. The third shift comprises the administration of everyday life - coordinating the child and the parents’ activities. This family responsibility entails a practical, emotional, social and moral dimension. Existing research connect family responsibility to women, but explicit research in this field is insufficient, especially based on a sample where both ideals and practices are seemingly gender equal. The findings in this dissertation are based on qualitative interviews with mothers and fathers conducted at a point when the parental leave is completed, the parents are back at work and the child is attending kindergarten. In this context, where time is a limited resource, I ask the following research question: How is gender equality practiced in the third shift?

To generate knowledge about this main question, I analyze the informants’ experiences from different situations in everyday life where responsibility for the child is central. From the depth of these situations, the third shift surfaces. The analysis not only reveal how gender equality is practiced in this shift, but also provide a profound understanding of what the third shift entails.

The monography contains four chapters analyzing how responsibility is distributed and executed between the parents. Chapter one explores the father’s quota setting. Chapter two studies the situation when parents bring their child to and pick her/him up from kindergarten, situations when the child is sick/the kindergarten is closed, and the situation when one of the parents is on a business trip. The third chapter studies the child’s birthday party and attendance at a costume party in the kindergarten. Chapter four explores Christmas preparations.

Through micro sociological analysis, the volume of the third shift is embodied. It reveals itself as being strongly gendered, mainly performed by the mothers, even in this seemingly gender equal sample. Further on an unequal third shift seems to be a premise for displaying gender equality. The dissertation makes the third shift discernible and brings it forward as representing a considerable amount of work that deserves more attention in the public debate on gender equality and within research. In this respect, the dissertation gives a theoretical contribution to the field, as well as a methodological contribution as to how this phenomenon may be studied.;Digital fulltext not available"
oai:ntnuopen.ntnu.no:11250/2462995,Kjønns- og/eller likestillingsperspektiv,"Kvinner til sjøs: seksuell uorden og disiplinering I denne artikkelen tar vi utgangspunkt i underrepresentasjonen av kvinner i maritim sektor om bord på skip. Vi har studert hva seksualitet kan bety i prosessen med å annetgjøre kvinner i denne sektoren av norsk økonomi. I artikkelen presenterer vi intervjuer vi har gjort med kvinner og menn som har arbeidet om bord på skip, og reflekterer over skipet som mannlig homososialt arbeidsmiljø. Vi betrakter også skipet som en frivillig total organisasjon og ser på hvilke konsekvenser det har for normering og disiplinering av kjønn og seksualitet.;Underrepresentation of women in the maritime sector makes the backdrop for this article, in particular underrepresentation of female seafarers. We have studied the significance of sexuality in the process of ‘othering’ women in this sector of Norwegian economy. The article presents interviews with male and female seafarers, and discuss the ship as an example of male homosocial working environment. We also consider the ship as a total organization and explore the effects this might have for sexual and gender norms, and disciplining of gender and sexuality.;acceptedVersion;© 2017 Fagbokforlaget. This is the authors’ accepted and refereed manuscript to the article."
